"EFN","Phy","matched_name"
1,"Brunellia sp.","Brunellia ruiz"
1,"Bryonia amplexicaulis","Bryonia amplexicaulis"
1,"Bryonia cordifolia","Bryonia cordifolia"
1,"Bryonia grandis","Bryonia grandis"
1,"Bryonopsis erythrocarpa","Bryonopsis erythrocarpa"
1,"Bryonopsis lacinosa","Bryonopsis laciniosa"
1,"Buchenavia congesta","Buchenavia congesta"
1,"Buchenavia grandis","Buchenavia grandis"
1,"Bunchosia 8 spp. beyond those listed","Bunchosia rich."
1,"Bunchosia argentea","Bunchosia argentea"
1,"Bunchosia biocellata","Bunchosia biocellata"
1,"Bunchosia glandulifera","Bunchosia glandulifera"
1,"Bunchosia gracilis","Bunchosia gracilis"
1,"Bunchosia lindeniana","Bunchosia lindeniana"
1,"Bunchosia nitida","Bunchosia nitida"
1,"Burdachia 2 spp.","Burdachia mart."
1,"Byrsonima cordifolia","Byrsonima cordifolia"
1,"Byrsonima riparia","Byrsonima riparia"
1,"Byttneria abutiloides","Byttneria abutiloides"
1,"Byttneria aculeata","Byttneria aculeata"
1,"Byttneria ancistrodonta","Byttneria ancistrodonta"
1,"Byttneria andamanensis","Byttneria andamanensis"
1,"Byttneria aspera","Byttneria aspera"
1,"Byttneria asterotricha","Byttneria asterotricha"
1,"Byttneria atrata","Byttneria atrata"
1,"Byttneria aurantiaca","Byttneria aurantiaca"
1,"Byttneria australis","Byttneria australis"
1,"Byttneria baronii","Byttneria baronii"
1,"Byttneria benensis","Byttneria benensis"
1,"Byttneria bernieri","Byttneria bernieri"
1,"Byttneria boliviana","Byttneria boliviana"
1,"Byttneria catalpaefolia","Byttneria catalpaefolia"
1,"Byttneria cordata","Byttneria cordata"
1,"Byttneria cordifolia","Byttneria cordifolia"
1,"Byttneria coriacea","Byttneria coriacea"
1,"Byttneria crenulata","Byttneria crenulata"
1,"Byttneria curtisii","Byttneria curtisii"
1,"Byttneria dahomensis","Byttneria dahomensis"
1,"Byttneria dentata","Byttneria dentata"
1,"Byttneria divaricata","Byttneria divaricata"
1,"Byttneria echinata","Byttneria echinata"
1,"Byttneria ekmannii","Byttneria ekmanii"
1,"Byttneria filipes","Byttneria filipes"
1,"Byttneria flexuosa","Byttneria flexuosa"
1,"Byttneria fruiticosa","Byttneria fruticosa"
1,"Byttneria fulva","Byttneria fulva"
1,"Byttneria gayana","Byttneria gayana"
1,"Byttneria genistela","Byttneria genistella"
1,"Byttneria glazioui","Byttneria glazioui"
1,"Byttneria guineensis","Byttneria guineensis"
1,"Byttneria herbacea","Byttneria herbacea"
1,"Byttneria heteromorpha","Byttneria heteromorpha"
1,"Byttneria hirsuta","Byttneria hirsuta"
1,"Byttneria integrifolia","Byttneria integrifolia"
1,"Byttneria ivorensis","Byttneria ivorensis"
1,"Byttneria jackiana","Byttneria jackiana"
1,"Byttneria jaculifolia","Byttneria jaculifolia"
1,"Byttneria loxensis","Byttneria loxensis"
1,"Byttneria macrantha","Byttneria macrantha"
1,"Byttneria melantha","Byttneria melantha"
1,"Byttneria melastomaefolia","Byttneria melastomaefolia"
1,"Byttneria microphylla","Byttneria microphylla"
1,"Byttneria mollis","Byttneria mollis"
1,"Byttneria obliqua","Byttneria obliqua"
1,"Byttneria oblongata","Byttneria oblongata"
1,"Byttneria oranensis","Byttneria oranensis"
1,"Byttneria orinocensis","Byttneria orinocensis"
1,"Byttneria ovata","Byttneria ovata"
1,"Byttneria pedersenii","Byttneria pedersenii"
1,"Byttneria pescapraefolia","Byttneria pescapraeifolia"
1,"Byttneria pilosa","Byttneria pilosa"
1,"Byttneria ramosissima","Byttneria ramosissima"
1,"Byttneria reinwaldtii","Byttneria reinwardtii"
1,"Byttneria rhamifolia","Byttneria rhamnifolia"
1,"Byttneria sagitifolia","Byttneria sagittifolia"
1,"Byttneria scabra","Byttneria scabra"
1,"Byttneria scapellata","Byttneria scapellata"
1,"Byttneria uaupensis","Byttneria uaupensis"
1,"Byttneria urticifolia","Byttneria urticifolia"
1,"Byttneria vallensis","Byttneria vallensis"
1,"Byttneria voulilyi","Byttneria voulily"
1,"Byttneria weberbaueri","Byttneria weberbaueri"
1,"Cadellia* pentastylis","Cadellia pentastylis"
1,"Caesalpinea crista","Caesalpinia crista"
1,"Caesalpinia bondoc","Caesalpinia bonduc"
1,"Caesalpinia cucullatum","Caesalpinia cucullata"
1,"Caesalpinia gilliesii","Caesalpinia gilliesii"
1,"Caesalpinia japonica","Caesalpinia japonica"
1,"Calathea bantae","Calathea bantae"
1,"Calathea guzmanioides","Calathea guzmanioides"
1,"Calathea majestica","Calathea majestica"
1,"Calathea ovandensis","Calathea ovandensis"
1,"Calathea portobelensis","Calathea portobelensis"
1,"Calathea robin-fosteri","Calathea robin-fosteri"
1,"Calathea spp.","Calathea g.mey."
1,"Calliandra haematomma","Calliandra haematomma"
1,"Calliandra sp.","Calliandra sp."
1,"Callicarpa acuminata","Callicarpa acuminata"
1,"Callicarpa dichotoma","Callicarpa dichotoma"
1,"Callicarpa glabra","Callicarpa glabra"
1,"Callicarpa japonica","Callicarpa japonica"
1,"Callicarpa longifolia","Callicarpa longifolia"
1,"Callicarpa mollis","Callicarpa mollis"
1,"Callicarpa nishimurae","Callicarpa nishimurae"
1,"Callicarpa reevesii","Callicarpa reevesii"
1,"Callicarpa sp.","Callicarpa sp."
1,"Callicarpa subpubescens","Callicarpa subpubescens"
1,"Callichlamys latifolia","Callichlamys latifolia"
1,"Callisthene fasciculata","Callisthene fasciculata"
1,"Calolisianthus amplissimus","Calolisianthus amplissimus"
1,"Calolisianthus pedunculatus","Calolisianthus pedunculatus"
1,"Calolisianthus pendulus","Calolisianthus pendulus"
1,"Calolisianthus speciosus","Calolisianthus speciosus"
1,"Calopogonium caeruleum","Calopogonium caeruleum"
1,"Calotropis gigantea","Calotropis gigantea"
1,"Calpocalyx sp.","Calpocalyx harms"
1,"Calycadenia sp.","Calycadenia sp."
1,"Calymmanthium substerile","Calymmanthium substerile"
1,"Campsis grandiflora","Campsis grandiflora"
1,"Campsis radicans","Campsis radicans"
1,"Camptosema coriaceum","Camptosema coriaceum"
1,"Canavalia gladiata","Canavalia gladiata"
1,"Canavalia lineata","Canavalia lineata"
1,"Canavalia maritima","Canavalia maritima"
1,"Canavalia rosea","Canavalia rosea"
1,"Capparis baducca","Capparis baducca"
1,"Capparis cynophallophora","Capparis cynophallophora"
1,"Capparis hastata","Capparis hastata"
1,"Capparis retusa","Capparis retusa"
1,"Capparis sp.","Capparis sp."
1,"Caraipa grandifolia","Caraipa grandifolia"
1,"Carapa guianensis","Carapa guianensis"
1,"Carapa moluccensis","Carapa moluccensis"
1,"Cardiospermum halicacabum","Cardiospermum halicacabum"
1,"Carnegia gigantea","Carnegia gigantea"
1,"Carnegiea gigantea","Carnegiea gigantea"
1,"Carolus anderssonii","Carolus anderssonii"
1,"Caryocar  brasiliense","Caryocar brasiliense"
1,"Caryocar sp.","Caryocar l."
1,"Caryodendron angustifolium","Caryodendron angustifolium"
1,"Caryodendron orinocense","Caryodendron orinocense"
1,"Casearia sp.","Casearia jacq."
1,"Casselia spp.","Casselia nees"
1,"Cassia absus","Cassia absus"
1,"Cassia acutifolia","Cassia acutifolia"
1,"Cassia alata","Cassia alata"
1,"Cassia apoucouita","Cassia apoucouita"
1,"Cassia artemisioides","Cassia artemisioides"
1,"Cassia atroglandulosa","Cassia atroglandulosa"
1,"Cassia auriculata","Cassia auriculata"
1,"Cassia bacillaris","Cassia bacillaris"
1,"Cassia bicapsularis","Cassia bicapsularis"
1,"Cassia biflora","Cassia biflora"
1,"Cassia calyciodes","Cassia calycioides"
1,"Cassia canca","Cassia canca"
1,"Cassia chaemaecrista","Cassia chamaecrista"
1,"Cassia colubrina","Cassia l."
1,"Cassia coluteoides","Cassia coluteoides"
1,"Cassia covesii","Cassia covesii"
1,"Cassia dimidists","Cassia dimidiata"
1,"Cassia divaricata","Cassia divaricata"
1,"Cassia fasciculata","Cassia fasciculata"
1,"Cassia floribunda","Cassia floribunda"
1,"Cassia fruticosa","Cassia fruticosa"
1,"Cassia gaudichaudi","Cassia gaudichaudii"
1,"Cassia glandulosa","Cassia glandulosa"
1,"Cassia glauca","Cassia glauca"
1,"Cassia hebecarpa","Cassia hebecarpa"
1,"Cassia hochstetterii","Cassia hochstetteri"
1,"Cassia hookeriana","Cassia hookeriana"
1,"Cassia kleinei","Cassia kleinii"
1,"Cassia laevigata","Cassia laevigata"
1,"Cassia leptocarpa","Cassia leptocarpa"
1,"Cassia leschenaultiana","Cassia leschenaultiana"
1,"Cassia marilandica","Cassia marilandica"
1,"Cassia mimosoides","Cassia mimosoides"
1,"Cassia mindanaensis","Cassia mindanaensis"
1,"Cassia multijuga","Cassia multijuga"
1,"Cassia negrensis","Cassia negrensis"
1,"Cassia nictitans","Cassia nictitans"
1,"Cassia obtusifolia","Cassia obtusifolia"
1,"Cassia occidentalis","Cassia occidentalis"
1,"Cassia oxyphylla","Cassia oxyphylla"
1,"Cassia patellaria","Cassia patellaria"
1,"Cassia phyllodinea","Cassia phyllodinea"
1,"Cassia pumila","Cassia pumila"
1,"Cassia reticulata","Cassia reticulata"
1,"Cassia rugosa","Cassia rugosa"
1,"Cassia sophora","Cassia sophora"
1,"Cassia speciosa","Cassia speciosa"
1,"Cassia stenocarpa","Cassia stenocarpa"
1,"Cassia sturtii","Cassia sturtii"
1,"Cassia surattensis","Cassia surattensis"
1,"Cassia tomentosa","Cassia tomentosa"
1,"Cassia tora","Cassia tora"
1,"Cassia uniflora","Cassia uniflora"
1,"Castanospermum australe","Castanospermum australe"
1,"Catalpa adenocalymna","Catalpa scop."
1,"Catalpa bignoniodes","Catalpa bignonioides"
1,"Catalpa brevipes","Catalpa brevipes"
1,"Catalpa bungei","Catalpa bungei"
1,"Catalpa fargesii","Catalpa fargesii"
1,"Catalpa longissima","Catalpa longissima"
1,"Catalpa macrocarpa","Catalpa macrocarpa"
1,"Catalpa ovata","Catalpa ovata"
1,"Catalpa purpurea","Catalpa purpurea"
1,"Catalpa speciosa","Catalpa speciosa"
1,"Catasetum inornatum","Catasetum inornatum"
1,"Catasetum viridiflavum","Catasetum viridiflavum"
1,"Cattleya aurantiata","Cattleya aurantiaca"
1,"Cattleya bowringiana","Cattleya bowringiana"
1,"Cattleya dolosa","Cattleya dolosa"
1,"Cattleya elongata","Cattleya elongata"
1,"Cattleya forbesii","Cattleya forbesii"
1,"Cattleya percivaliana","Cattleya percivaliana"
1,"Cattleya skinneri","Cattleya skinneri"
1,"Cattleya sp.","Cattleya lindl."
1,"Cattleyopsis lindeni","Cattleyopsis lindenii"
1,"Caularthron bilamellatum","Caularthron bilamellatum"
1,"Cavendishia aberans","Cavendishia aberrans"
1,"Cavendishia albopicata","Cavendishia albopicata"
1,"Cavendishia arizonensis","Cavendishia arizonensis"
1,"Cavendishia chiriquiensis","Cavendishia chiriquiensis"
1,"Cavendishia ciliata","Cavendishia ciliata"
1,"Cavendishia coccinea","Cavendishia coccinea"
1,"Cavendishia fortunensis","Cavendishia fortunensis"
1,"Cavendishia lactiviscida","Cavendishia lactiviscida"
1,"Cavendishia panamensis","Cavendishia panamensis"
1,"Cavendishia porphyrea","Cavendishia porphyrea"
1,"Cavendishia pseudostenophylla","Cavendishia pseudostenophylla"
1,"Cayaponia sp.","Cayaponia sp."
1,"Cecropia concolor","Cecropia concolor"
1,"Cecropia pachystachya","Cecropia pachystachya"
1,"Cecropia peltata","Cecropia peltata"
1,"Cedrela fissilis","Cedrela fissilis"
1,"Cedrela odorata","Cedrela odorata"
1,"Cedrelinga catenaeformis","Cedrelinga catenaeformis"
1,"Ceiba pentandra","Ceiba pentandra"
1,"Centaurea alpina","Centaurea alpina"
1,"Centaurea angustifolia var. fuscormarginata","Centaurea angustifolia"
1,"Centaurea badensis","Centaurea badensis"
1,"Centaurea cyanus","Centaurea cyanus"
1,"Centaurea jacea","Centaurea jacea"
1,"Centaurea karstiana","Centaurea karstiana"
1,"Centaurea montana","Centaurea montana"
1,"Centaurea orientalis","Centaurea orientalis"
1,"Centaurea ruthenica","Centaurea ruthenica"
1,"Centaurea sadleriana","Centaurea sadleriana"
1,"Centaurea scabiosa","Centaurea scabiosa"
1,"Centrolobium paraense","Centrolobium paraense"
1,"Centropogon granulosus","Centropogon granulosus"
1,"Centropogon hirtus","Centropogon hirtus"
1,"Centrosema virginianum","Centrosema virginianum"
1,"Cephalandra indica","Cephalandra indica"
1,"Cephalohibiscus peekelii","Cephalohibiscus peekelii"
1,"Cephalotus follicularis","Cephalotus follicularis"
1,"Ceratotheca sp","Ceratotheca endl."
1,"Cereus pernambucensis","Cereus pernambucensis"
1,"Ceropegia johnsonii","Ceropegia johnsonii"
1,"Ceropegia sankuruensis","Ceropegia sankuruensis"
1,"Chamaecrista  adiantifolia","Chamaecrista adiantifolia"
1,"Chamaecrista amorimii","Chamaecrista amorimii"
1,"Chamaecrista anceps","Chamaecrista anceps"
1,"Chamaecrista apoucouita","Chamaecrista apoucouita"
1,"Chamaecrista aristata","Chamaecrista aristata"
1,"Chamaecrista aspidiifolia","Chamaecrista aspidiifolia"
1,"Chamaecrista aspleniifolia","Chamaecrista aspleniifolia"
1,"Chamaecrista bahiae","Chamaecrista bahiae"
1,"Chamaecrista blanchetii","Chamaecrista blanchetii"
1,"Chamaecrista brachystachya","Chamaecrista brachystachya"
1,"Chamaecrista brevipes","Chamaecrista brevipes"
1,"Chamaecrista burchelli","Chamaecrista burchellii"
1,"Chamaecrista calycioides","Chamaecrista calycioides"
1,"Chamaecrista cardiostegia","Chamaecrista cardiostegia"
1,"Chamaecrista caribaea var caribaea","Chamaecrista caribaea"
1,"Chamaecrista chamaecristoides","Chamaecrista chamaecristoides"
1,"Chamaecrista choriophylla","Chamaecrista choriophylla"
1,"Chamaecrista cinerascens","Chamaecrista cinerascens"
1,"Chamaecrista compitalis","Chamaecrista compitalis"
1,"Chamaecrista confertiformis","Chamaecrista confertiformis"
1,"Chamaecrista cordistipula","Chamaecrista cordistipula"
1,"Chamaecrista coriacea","Chamaecrista coriacea"
1,"Chamaecrista cuprea","Chamaecrista cuprea"
1,"Chamaecrista cystoides","Chamaecrista cystoides"
1,"Chamaecrista debilis","Chamaecrista debilis"
1,"Chamaecrista decora","Chamaecrista decora"
1,"Chamaecrista deeringiana","Chamaecrista deeringiana"
1,"Chamaecrista depauperata","Chamaecrista depauperata"
1,"Chamaecrista desvauxii","Chamaecrista desvauxii"
1,"Chamaecrista diphylla","Chamaecrista diphylla"
1,"Chamaecrista distichoclada","Chamaecrista distichoclada"
1,"Chamaecrista duartei","Chamaecrista duartei"
1,"Chamaecrista duckeana","Chamaecrista duckeana"
1,"Chamaecrista eitenorum","Chamaecrista eitenorum"
1,"Chamaecrista ensiformis","Chamaecrista ensiformis"
1,"Chamaecrista fasciculata","Chamaecrista fasciculata"
1,"Chamaecrista flexuosa","Chamaecrista flexuosa"
1,"Chamaecrista glandulosa","Chamaecrista glandulosa"
1,"Chamaecrista gonoclada","Chamaecrista gonoclada"
1,"Chamaecrista greggii var. greggii","Chamaecrista greggii"
1,"Chamaecrista hymenaeifolia","Chamaecrista hymenaeifolia"
1,"Chamaecrista kunthiana","Chamaecrista kunthiana"
1,"Chamaecrista lagotois","Chamaecrista lagotois"
1,"Chamaecrista lineata","Chamaecrista lineata"
1,"Chamaecrista mucronata","Chamaecrista mucronata"
1,"Chamaecrista multinervia","Chamaecrista multinervia"
1,"Chamaecrista negrensis","Chamaecrista negrensis"
1,"Chamaecrista nictitans","Chamaecrista nictitans"
1,"Chamaecrista obcordata","Chamaecrista obcordata"
1,"Chamaecrista olesiphylla","Chamaecrista olesiphylla"
1,"Chamaecrista onusta","Chamaecrista onusta"
1,"Chamaecrista papillata","Chamaecrista papillata"
1,"Chamaecrista parvistipula","Chamaecrista parvistipula"
1,"Chamaecrista pascuorum","Chamaecrista pascuorum"
1,"Chamaecrista pedicellaris var. adenosperma","Chamaecrista pedicellaris"
1,"Chamaecrista pilosa","Chamaecrista pilosa"
1,"Chamaecrista polystachya","Chamaecrista polystachya"
1,"Chamaecrista portoricensis var. portoricensis","Chamaecrista portoricensis"
1,"Chamaecrista potentilla","Chamaecrista potentilla"
1,"Chamaecrista pygmaea var. pygmaea","Chamaecrista pygmaea"
1,"Chamaecrista ramosa","Chamaecrista ramosa"
1,"Chamaecrista repens var. multijuga","Chamaecrista repens"
1,"Chamaecrista roraimae","Chamaecrista roraimae"
1,"Chamaecrista rossicorum","Chamaecrista rossicorum"
1,"Chamaecrista rotundata","Chamaecrista rotundata"
1,"Chamaecrista rufa var. exsul","Chamaecrista rufa"
1,"Chamaecrista scleroxylon","Chamaecrista scleroxylon"
1,"Chamaecrista serpens","Chamaecrista serpens"
1,"Chamaecrista simplifacta","Chamaecrista simplifacta"
1,"Chamaecrista subpeltata","Chamaecrista subpeltata"
1,"Chamaecrista supplex","Chamaecrista supplex"
1,"Chamaecrista swainsoni","Chamaecrista swainsonii"
1,"Chamaecrista tenuisepala","Chamaecrista tenuisepala"
1,"Chamaecrista tragacanthoides","Chamaecrista tragacanthoides"
1,"Chamaecrista trichopoda","Chamaecrista trichopoda"
1,"Chamaecrista ulmea","Chamaecrista ulmea"
1,"Chamaecrista unijuga","Chamaecrista unijuga"
1,"Chamaecrista venturiana","Chamaecrista venturiana"
1,"Chamaecrista venulosa","Chamaecrista venulosa"
1,"Chamaecrista vestita","Chamaecrista vestita"
1,"Chamaecrista xinguensis","Chamaecrista xinguensis"
1,"Chamaefistula amabilis","Chamaefistula (dc."
1,"Chamaefistula antillana","Chamaefistula antillana"
1,"Chamaefistula elegans","Chamaefistula elegans"
1,"Chamelaucium axillare","Chamelaucium axillare"
1,"Chamelaucium hallii","Chamelaucium hallii"
1,"Chamelaucium uncinatum","Chamelaucium uncinatum"
1,"Cheiloclinium sp.","Cheiloclinium miers"
1,"Chelonanthus acutangulus","Chelonanthus acutangulus"
1,"Chelonanthus alata","Chelonanthus (griseb.)"
1,"Chelonanthus alatus","Chelonanthus alatus"
1,"Chelonanthus angustifolius","Chelonanthus angustifolius"
1,"Chelonanthus grandiflorus","Chelonanthus grandiflorus"
1,"Chelonanthus purpurascens","Chelonanthus purpurascens"
1,"Chelonanthus viridiflorus","Chelonanthus viridiflorus"
1,"Chilopsis linearis","Chilopsis linearis"
1,"Chimborazoa lachnocarpa","Chimborazoa lachnocarpa"
1,"Chloroleucon dumosum","Chloroleucon dumosum"
1,"Chloroleucon foliolosum","Chloroleucon foliolosum"
1,"Chorisia sp.","Chorisia sp."
1,"Chrozophora tinctoria","Chrozophora tinctoria"
1,"Chrysobalanus ellipticus","Chrysobalanus ellipticus"
1,"Chrysobalanus icaco","Chrysobalanus icaco"
1,"Cienfuegosia affinis","Cienfuegosia affinis"
1,"Cienfuegosia chiaragii","Cienfuegosia chiarugii"
1,"Cienfuegosia digitata","Cienfuegosia digitata"
1,"Cienfuegosia drumondii","Cienfuegosia drummondii"
1,"Cienfuegosia gerrardii","Cienfuegosia gerrardii"
1,"Cienfuegosia hearnii","Cienfuegosia hearnii"
1,"Cienfuegosia heteroclada","Cienfuegosia heteroclada"
1,"Cienfuegosia hetorophylla","Cienfuegosia heterophylla"
1,"Cienfuegosia hildebrandtii","Cienfuegosia hildebrandtii"
1,"Cienfuegosia humbertiana","Cienfuegosia humbertiana"
1,"Cienfuegosia rosei","Cienfuegosia rosei"
1,"Cienfuegosia somaliana","Cienfuegosia somaliana"
1,"Cienfuegosia sp.","Cienfuegosia cav."
1,"Cienfuegosia subterna","Cienfuegosia subternata"
1,"Cienfuegosia tripartita","Cienfuegosia tripartita"
1,"Cienfuegosia welshii","Cienfuegosia welshii"
1,"Cionosicys micranthus","Cionosicys macranthus"
1,"Cipadessa baccifera","Cipadessa baccifera"
1,"Cissus microcarpa","Cissus microcarpa"
1,"Cissus pseudosicyoides","Cissus pseudosicyoides"
1,"Cissus rhombifolia","Cissus rhombifolia"
1,"Cissus sicyoides","Cissus sicyoides"
1,"Citharexylum kunthianum","Citharexylum kunthianum"
1,"Citharexylum molle","Citharexylum molle"
1,"Citharexylum pentandrum","Citharexylum pentandrum"
1,"Citharexylum quadrangulare","Citharexylum quadrangulare"
1,"Citharexylum solanaceum","Citharexylum solanaceum"
1,"Citrullus colcynthis","Citrullus colocynthis"
1,"Cladobium graminifolium","Cladobium graminifolium"
1,"Claoxylon angustifolium","Claoxylon angustifolium"
1,"Claoxylon australe","Claoxylon australe"
1,"Claoxylon hillii","Claoxylon hillii"
1,"Claoxylon sp.","Claoxylon a.juss."
1,"Claoxylon tenerifolium","Claoxylon tenerifolium"
1,"Clappertonia ficifolia","Clappertonia ficifolia"
1,"Cleidion bracteosum","Cleidion bracteosum"
1,"Cleidion castaneifolium","Cleidion castaneifolium"
1,"Cleome sp.","Cleome sp."
1,"Clerodendrum aculeatum","Clerodendrum aculeatum"
1,"Clerodendrum blumeanum","Clerodendrum blumeanum"
1,"Clerodendrum bungei","Clerodendrum bungei"
1,"Clerodendrum chinense","Clerodendrum chinense"
1,"Clerodendrum fallax","Clerodendrum fallax"
1,"Clerodendrum fistuolosum","Clerodendrum fistulosum"
1,"Clerodendrum fragrans","Clerodendrum fragrans"
1,"Clerodendrum inerme","Clerodendrum inerme"
1,"Clerodendrum infortunatum","Clerodendrum infortunatum"
1,"Clerodendrum phyllomega","Clerodendrum phyllomega"
1,"Clerodendrum simplex","Clerodendrum simplex"
1,"Clerodendrum siphonathus","Clerodendrum siphonanthus"
1,"Clerodendrum sp.","Clerodendrum sp."
1,"Clerodendrum squamatum","Clerodendrum squamatum"
1,"Clerodendrum tracyanum","Clerodendrum tracyanum"
1,"Clerodendrum trichotomum","Clerodendrum trichotomum"
1,"Clibadium schulzzi","Clibadium schulzii"
